epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8428885340690613,0.0010000000474974513,0.46653327345848083,0.733485221862793,0.4762171804904938
1,0.8929007053375244,0.0010000000474974513,0.3154006004333496,0.7346241474151611,0.5393006205558777
2,0.8992437124252319,0.0010000000474974513,0.2893390655517578,0.8804100155830383,0.3048672378063202
3,0.8977799415588379,0.0010000000474974513,0.2874375283718109,0.9339407682418823,0.236966073513031
4,0.901439368724823,0.0010000000474974513,0.2693359851837158,0.9305239319801331,0.21103535592556
5,0.9048548340797424,0.0010000000474974513,0.26714175939559937,0.927107036113739,0.22479194402694702
6,0.9036350250244141,0.0010000000474974513,0.2599843144416809,0.9373576045036316,0.20356449484825134
7,0.9016833305358887,0.0010000000474974513,0.2604402005672455,0.9316628575325012,0.1919783651828766
8,0.9102219939231873,0.0010000000474974513,0.25203362107276917,0.9407745003700256,0.1969422847032547
9,0.9175408482551575,0.0010000000474974513,0.252986878156662,0.9419134259223938,0.19774921238422394
10,0.9070504903793335,0.0010000000474974513,0.2539273202419281,0.9339407682418823,0.1960553675889969
11,0.9099780321121216,0.0010000000474974513,0.2531646192073822,0.928246021270752,0.20353586971759796
12,0.9090021848678589,0.0010000000474974513,0.24618420004844666,0.9384965896606445,0.19645193219184875
13,0.9199804663658142,0.0005000000237487257,0.238819882273674,0.9430524110794067,0.18843114376068115
14,0.9107099175453186,0.0005000000237487257,0.24327340722084045,0.9419134259223938,0.18881858885288239
15,0.9197365045547485,0.0005000000237487257,0.2280803620815277,0.9419134259223938,0.1887386441230774
16,0.9180287718772888,0.0005000000237487257,0.22773632407188416,0.9430524110794067,0.18589496612548828
17,0.9146133065223694,0.0005000000237487257,0.2362186312675476,0.9453303217887878,0.18242426216602325
18,0.9177848100662231,0.0005000000237487257,0.22843001782894135,0.9476081728935242,0.18728889524936676
19,0.9165650010108948,0.0005000000237487257,0.22996488213539124,0.9419134259223938,0.19120319187641144
20,0.9177848100662231,0.0005000000237487257,0.22500640153884888,0.9419134259223938,0.18234992027282715
21,0.9168089628219604,0.0005000000237487257,0.23001353442668915,0.9419134259223938,0.18928781151771545
22,0.9163210391998291,0.0005000000237487257,0.2312808781862259,0.9453303217887878,0.18491579592227936
23,0.9236398935317993,0.0002500000118743628,0.22193586826324463,0.9430524110794067,0.19031144678592682
24,0.9209563136100769,0.0002500000118743628,0.22026327252388,0.9407745003700256,0.1846182644367218
25,0.9241278171539307,0.0002500000118743628,0.2232162207365036,0.9407745003700256,0.18033777177333832
26,0.925347626209259,0.0002500000118743628,0.21413597464561462,0.9487471580505371,0.18007105588912964
27,0.9216881990432739,0.0002500000118743628,0.20433679223060608,0.9453303217887878,0.17860639095306396
28,0.9241278171539307,0.0002500000118743628,0.21271149814128876,0.9419134259223938,0.17941421270370483
29,0.9177848100662231,0.0002500000118743628,0.23072591423988342,0.9441913366317749,0.17308369278907776
30,0.9160770773887634,0.0002500000118743628,0.2174951583147049,0.946469247341156,0.17767289280891418
31,0.9226640462875366,0.0002500000118743628,0.2159309834241867,0.9533029794692993,0.17462317645549774
32,0.922420084476471,0.0002500000118743628,0.21617797017097473,0.946469247341156,0.17785541713237762
33,0.9204683899879456,0.0002500000118743628,0.21350453794002533,0.9396355152130127,0.17930246889591217
34,0.9212002754211426,0.0002500000118743628,0.21970520913600922,0.9476081728935242,0.17070889472961426
35,0.9255915880203247,0.0002500000118743628,0.21392396092414856,0.9487471580505371,0.1724867969751358
36,0.9197365045547485,0.0002500000118743628,0.2124241441488266,0.9441913366317749,0.17385344207286835
37,0.9226640462875366,0.0002500000118743628,0.21805664896965027,0.9441913366317749,0.17710308730602264
38,0.9243717789649963,0.0002500000118743628,0.21705769002437592,0.9487471580505371,0.17018622159957886
39,0.9312027096748352,0.0002500000118743628,0.20379839837551117,0.9441913366317749,0.181265726685524
40,0.9251036643981934,0.0002500000118743628,0.21110954880714417,0.9487471580505371,0.1745898276567459
41,0.9177848100662231,0.0002500000118743628,0.21333648264408112,0.9430524110794067,0.17077894508838654
42,0.926079511642456,0.0002500000118743628,0.2117001861333847,0.9407745003700256,0.17504402995109558
43,0.9268113970756531,0.0002500000118743628,0.20592047274112701,0.9350797533988953,0.17640069127082825
44,0.9233959317207336,0.0001250000059371814,0.20990389585494995,0.946469247341156,0.16688907146453857
45,0.9229080080986023,0.0001250000059371814,0.21698199212551117,0.946469247341156,0.17439644038677216
46,0.9309587478637695,0.0001250000059371814,0.20037740468978882,0.9384965896606445,0.17754612863063812
47,0.9182727336883545,0.0001250000059371814,0.21556659042835236,0.9510250687599182,0.1675361692905426
48,0.924615740776062,0.0001250000059371814,0.2165617197751999,0.9487471580505371,0.1635541468858719
49,0.9287630915641785,0.0001250000059371814,0.1996564120054245,0.9453303217887878,0.17393773794174194
