epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8484996557235718,0.0010000000474974513,0.4517294466495514,0.7357630729675293,0.5108622312545776
1,0.8921688199043274,0.0010000000474974513,0.31012240052223206,0.7380409836769104,0.4772791564464569
2,0.8968040943145752,0.0010000000474974513,0.27556976675987244,0.8667426109313965,0.320901483297348
3,0.9053427577018738,0.0010000000474974513,0.2606642246246338,0.9191343784332275,0.24539139866828918
4,0.8982678651809692,0.0010000000474974513,0.27624785900115967,0.9328018426895142,0.2214842140674591
5,0.9092461466789246,0.0010000000474974513,0.26233744621276855,0.9430524110794067,0.19576199352741241
6,0.9041229486465454,0.0010000000474974513,0.2537340819835663,0.946469247341156,0.19715526700019836
7,0.9048548340797424,0.0010000000474974513,0.25580593943595886,0.9293849468231201,0.20540077984333038
8,0.9038789868354797,0.0010000000474974513,0.2537330389022827,0.9373576045036316,0.19172880053520203
9,0.913393497467041,0.0010000000474974513,0.24251312017440796,0.9373576045036316,0.19606801867485046
10,0.9060746431350708,0.0010000000474974513,0.25482529401779175,0.927107036113739,0.20492926239967346
11,0.9124176502227783,0.0010000000474974513,0.2392638772726059,0.9384965896606445,0.18884801864624023
12,0.9085142612457275,0.0010000000474974513,0.24573750793933868,0.9407745003700256,0.1836508959531784
13,0.9121736884117126,0.0010000000474974513,0.24230839312076569,0.9476081728935242,0.18483443558216095
14,0.913393497467041,0.0010000000474974513,0.23652727901935577,0.9362186789512634,0.20090633630752563
15,0.9131495356559753,0.0010000000474974513,0.2355584353208542,0.9259681105613708,0.2117844521999359
16,0.9121736884117126,0.0010000000474974513,0.243759423494339,0.946469247341156,0.18712922930717468
17,0.9131495356559753,0.0010000000474974513,0.2383342683315277,0.9396355152130127,0.19346563518047333
18,0.9214442372322083,0.0005000000237487257,0.22592049837112427,0.9441913366317749,0.1834907978773117
19,0.9190046191215515,0.0005000000237487257,0.2309940755367279,0.9384965896606445,0.1869054138660431
20,0.9170529246330261,0.0005000000237487257,0.22804464399814606,0.9441913366317749,0.1844051480293274
21,0.9229080080986023,0.0005000000237487257,0.221967875957489,0.9510250687599182,0.17378273606300354
22,0.9185166954994202,0.0005000000237487257,0.22916676104068756,0.9476081728935242,0.1742326319217682
23,0.922420084476471,0.0005000000237487257,0.2274073362350464,0.9396355152130127,0.18472397327423096
24,0.9221761226654053,0.0005000000237487257,0.21603694558143616,0.9430524110794067,0.18085531890392303
25,0.9175408482551575,0.0005000000237487257,0.22972498834133148,0.9441913366317749,0.1803361177444458
26,0.9258355498313904,0.0005000000237487257,0.21079929172992706,0.9419134259223938,0.17747825384140015
27,0.923883855342865,0.0002500000118743628,0.21450011432170868,0.946469247341156,0.17604097723960876
28,0.9229080080986023,0.0002500000118743628,0.2172555923461914,0.9453303217887878,0.17427286505699158
29,0.9251036643981934,0.0002500000118743628,0.210825115442276,0.9498860836029053,0.17489604651927948
30,0.9265674352645874,0.0002500000118743628,0.21873876452445984,0.9441913366317749,0.16985854506492615
31,0.9221761226654053,0.0002500000118743628,0.22236831486225128,0.9441913366317749,0.17271974682807922
32,0.9290070533752441,0.0002500000118743628,0.20678362250328064,0.9487471580505371,0.1693565994501114
33,0.9258355498313904,0.0002500000118743628,0.20794424414634705,0.9533029794692993,0.16673170030117035
34,0.9324225187301636,0.0002500000118743628,0.20205046236515045,0.9510250687599182,0.1624518781900406
35,0.9226640462875366,0.0002500000118743628,0.21235419809818268,0.9487471580505371,0.16581258177757263
36,0.9275432825088501,0.0002500000118743628,0.20153383910655975,0.9419134259223938,0.16704097390174866
37,0.9292510151863098,0.0002500000118743628,0.21291130781173706,0.9476081728935242,0.16875363886356354
38,0.9341302514076233,0.0002500000118743628,0.1974867582321167,0.9430524110794067,0.1715880036354065
39,0.9236398935317993,0.0002500000118743628,0.21250580251216888,0.9430524110794067,0.16991156339645386
40,0.9312027096748352,0.0001250000059371814,0.19492465257644653,0.9476081728935242,0.16644242405891418
41,0.9297389388084412,0.0001250000059371814,0.20145928859710693,0.9453303217887878,0.1620113104581833
42,0.9282751679420471,0.0001250000059371814,0.20341552793979645,0.9476081728935242,0.16982586681842804
43,0.9219321608543396,0.0001250000059371814,0.21074806153774261,0.946469247341156,0.1641514003276825
44,0.926079511642456,0.0001250000059371814,0.20883168280124664,0.9430524110794067,0.16548503935337067
45,0.9348621368408203,0.0001250000059371814,0.19794654846191406,0.9487471580505371,0.16563338041305542
46,0.9353500604629517,0.0001250000059371814,0.19336263835430145,0.9487471580505371,0.1658812314271927
47,0.9263234734535217,6.25000029685907e-05,0.20526869595050812,0.9487471580505371,0.1644822657108307
48,0.9292510151863098,6.25000029685907e-05,0.1962331086397171,0.946469247341156,0.16172786056995392
49,0.9287630915641785,6.25000029685907e-05,0.1980816125869751,0.9476081728935242,0.16312409937381744
